,kanji,strokes,frequency,grade,jlpt,parts,radicals,on_readings,kun_readings,on_readings_compounds,kun_readings_compounds,main_meaning,wanikani_level,Number of Appearances on Twitter,Percentage of Appearances on Twitter,Rank of Appearances on Twitter,Number of Appearances on Wikipedia,Percentage of Appearances on Wikipedia,Rank of Appearances on Wikipedia,Number of Appearances on News,Percentage of Appearances on News,Rank of Appearances on News,Number of Appearances on Aozora,Percentage of Appearances on Aozora,Rank of Appearances on Aozora,Genki_Lesson
2106,廉,13.0,2066.0,junior high,N1,"{'｜': 'http:////jisho.org/search/%EF%BD%9C%20%23kanji', 'ハ': 'http:////jisho.org/search/%E3%83%8F%20%23kanji', '并': 'http:////jisho.org/search/%E5%B9%B6%20%23kanji', '广': 'http:////jisho.org/search/%E5%B9%BF%20%23kanji', 'ヨ': 'http:////jisho.org/search/%E3%83%A8%20%23kanji'}",{'广': 'house on cliff'},,{'レン': 'http:////jisho.org/search/%E5%BB%89%20%E3%82%8C%E3%82%93'},"['廉  【レン】  cheap, inexpensive', '廉価  【レンカ】  low price, moderate price', '清廉  【セイレン】  honesty, integrity, purity and unselfishness', '低廉  【テイレン】  cheap, inexpensive']",,"['bargain', 'reason', 'charge', 'suspicion', 'point', 'account', 'purity', 'honest', 'low price', 'cheap', 'rested', 'contented', 'peaceful']",60.0,106.0,1.0594802190045565e-05,2162.0,17252.0,2.198926856140805e-05,1953.0,48.0,4.6518145856483384e-06,2233.0,1937.0,3.762675525316707e-05,2149.0,
2107,練,14.0,788.0,grade 3,N2,"{'｜': 'http:////jisho.org/search/%EF%BD%9C%20%23kanji', 'ハ': 'http:////jisho.org/search/%E3%83%8F%20%23kanji', '小': 'http:////jisho.org/search/%E5%B0%8F%20%23kanji', '幺': 'http:////jisho.org/search/%E5%B9%BA%20%23kanji', '日': 'http:////jisho.org/search/%E6%97%A5%20%23kanji', '木': 'http:////jisho.org/search/%E6%9C%A8%20%23kanji', '田': 'http:////jisho.org/search/%E7%94%B0%20%23kanji', '糸': 'http:////jisho.org/search/%E7%B3%B8%20%23kanji'}",{'糸 (糹)': 'silk'},{'レン': 'http:////jisho.org/search/%E7%B7%B4%20%E3%82%8C%E3%82%93'},"{'ね.る': 'http:////jisho.org/search/%E7%B7%B4%20%E3%81%AD%E3%82%8B', 'ね.り': 'http:////jisho.org/search/%E7%B7%B4%20%E3%81%AD%E3%82%8A'}","['練習  【レンシュウ】  practice, practising', '練達  【レンタツ】  expert(ise), skill, dexterity', '修練  【シュウレン】  training, drill, practice, practising, discipline', '水練  【スイレン】  swimming practice']","['練る  【ねる】  to knead, to thicken into a paste (stirring over a flame), to polish (a plan, etc.), to refine, to elaborate, to work out, to train, to drill, to exercise, to gloss (silk), to soften, to degum, to tan (leather), to temper (steel), to walk in procession, to parade, to march', '練り  【ねり】  kneading, gloss, tempering, paste (e.g. bean paste, mustard paste), parading of portable shrines and floats at festivals', '練り上げる  【ねりあげる】  to knead well, to polish, to refine']","['practice', 'gloss', 'train', 'drill', 'polish', 'refine']",13.0,7232.0,0.0007228453720604671,345.0,135257.0,0.00017239754798344356,958.0,5358.0,0.0005192588031229957,501.0,7334.0,0.00014246495768029287,1199.0,
2108,錬,16.0,2221.0,junior high,N1,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '｜': 'http:////jisho.org/search/%EF%BD%9C%20%23kanji', 'ハ': 'http:////jisho.org/search/%E3%83%8F%20%23kanji', '并': 'http:////jisho.org/search/%E5%B9%B6%20%23kanji', '日': 'http:////jisho.org/search/%E6%97%A5%20%23kanji', '木': 'http:////jisho.org/search/%E6%9C%A8%20%23kanji', '田': 'http:////jisho.org/search/%E7%94%B0%20%23kanji', '金': 'http:////jisho.org/search/%E9%87%91%20%23kanji'}","{'金 (釒)': 'metal, gold'}",{'レン': 'http:////jisho.org/search/%E9%8C%AC%20%E3%82%8C%E3%82%93'},{'ね.る': 'http:////jisho.org/search/%E9%8C%AC%20%E3%81%AD%E3%82%8B'},"['錬金術師  【レンキンジュツシ】  alchemist', '錬金術  【レンキンジュツ】  alchemy, way of making money, moneymaker, money-spinner', '修練  【シュウレン】  training, drill, practice, practising, discipline', '精錬  【セイレン】  refining, refinement, smelting, training']",,"['tempering', 'refine', 'drill', 'train', 'polish']",46.0,101.0,1.0095047369760396e-05,2183.0,25847.0,3.294439047685566e-05,1732.0,28.0,2.713558508294864e-06,2391.0,839.0,1.6297804675997503e-05,2781.0,
2109,呂,7.0,2055.0,junior high,N1,"{'ノ': 'http:////jisho.org/search/%E3%83%8E%20%23kanji', '口': 'http:////jisho.org/search/%E5%8F%A3%20%23kanji'}","{'口': 'mouth, opening'}","{'ロ': 'http:////jisho.org/search/%E5%91%82%20%E3%82%8D', 'リョ': 'http:////jisho.org/search/%E5%91%82%20%E3%82%8A%E3%82%87'}",{'せぼね': 'http:////jisho.org/search/%E5%91%82%20%E3%81%9B%E3%81%BC%E3%81%AD'},"['呂律  【ロレツ】  articulation', 'ろれつが回らない  【ロレツガマワラナイ】  speaking inarticulately (slurring, lisping, etc.)', '大呂  【タイリョ】  second note of the ancient chromatic scale (approx. D sharp) (in China), twelfth lunar month', '仲呂  【チュウリョ】  (in China) 6th note of the ancient chromatic scale (approx. G), fourth lunar month', '呂  【リョ】  bass range (in Japanese music), six even-numbered notes of the ancient chromatic scale, Japanese seven-tone gagaku scale similar to Mixolydian mode (corresp. to: re, mi, fa, so, la, ti, do)', '呂旋  【リョセン】  Japanese seven-tone gagaku scale (corresponding to: so, la, ti, do, re, mi, fa), similar to Mixolydian mode', '大呂  【タイリョ】  second note of the ancient chromatic scale (approx. D sharp) (in China), twelfth lunar month', '仲呂  【チュウリョ】  (in China) 6th note of the ancient chromatic scale (approx. G), fourth lunar month']",,"['spine', 'backbone']",52.0,4497.0,0.0004494794853644802,480.0,58012.0,7.394165591145395e-05,1346.0,418.0,4.050955201668761e-05,1502.0,9233.0,0.00017935355253097138,1033.0,
2110,炉,8.0,1359.0,junior high,N1,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '尸': 'http:////jisho.org/search/%E5%B0%B8%20%23kanji', '戸': 'http:////jisho.org/search/%E6%88%B8%20%23kanji', '火': 'http:////jisho.org/search/%E7%81%AB%20%23kanji'}",{'火 (灬)': 'fire'},{'ロ': 'http:////jisho.org/search/%E7%82%89%20%E3%82%8D'},{'いろり': 'http:////jisho.org/search/%E7%82%89%20%E3%81%84%E3%82%8D%E3%82%8A'},"['炉  【ロ】  hearth, fireplace, furnace, kiln', '炉心  【ロシン】  nuclear reactor core', '原子炉  【ゲンシロ】  atomic reactor, nuclear reactor', '高炉  【コウロ】  blast furnace']",,"['hearth', 'furnace', 'kiln', 'reactor']",43.0,104.0,1.0394900261931496e-05,2172.0,25416.0,3.239504114054874e-05,1736.0,942.0,9.129186124334864e-05,1179.0,4265.0,8.284879254246646e-05,1569.0,
2111,賂,13.0,,junior high,,"{'ハ': 'http:////jisho.org/search/%E3%83%8F%20%23kanji', '口': 'http:////jisho.org/search/%E5%8F%A3%20%23kanji', '夂': 'http:////jisho.org/search/%E5%A4%82%20%23kanji', '目': 'http:////jisho.org/search/%E7%9B%AE%20%23kanji', '貝': 'http:////jisho.org/search/%E8%B2%9D%20%23kanji'}",{'貝': 'shell'},{'ロ': 'http:////jisho.org/search/%E8%B3%82%20%E3%82%8D'},"{'まいな.い': 'http:////jisho.org/search/%E8%B3%82%20%E3%81%BE%E3%81%84%E3%81%AA%E3%81%84', 'まいな.う': 'http:////jisho.org/search/%E8%B3%82%20%E3%81%BE%E3%81%84%E3%81%AA%E3%81%86'}",['貨賂  【カロ】  bribe'],['賂  【まいない】  bribe'],['bribe'],38.0,42.0,4.197940490395411e-06,2539.0,2046.0,2.6078161069233053e-06,3152.0,152.0,1.4730746187886404e-05,1879.0,290.0,5.633329387412727e-06,3666.0,
2112,路,13.0,529.0,grade 3,N3,"{'口': 'http:////jisho.org/search/%E5%8F%A3%20%23kanji', '夂': 'http:////jisho.org/search/%E5%A4%82%20%23kanji', '止': 'http:////jisho.org/search/%E6%AD%A2%20%23kanji', '足': 'http:////jisho.org/search/%E8%B6%B3%20%23kanji'}",{'足 (⻊)': 'foot'},"{'ロ': 'http:////jisho.org/search/%E8%B7%AF%20%E3%82%8D', 'ル': 'http:////jisho.org/search/%E8%B7%AF%20%E3%82%8B'}","{'-じ': 'http:////jisho.org/search/%E8%B7%AF%20%E3%81%98', 'みち': 'http:////jisho.org/search/%E8%B7%AF%20%E3%81%BF%E3%81%A1'}","['路上  【ロジョウ】  (on the) road, (on the) way, (in the) street', '路地  【ロジ】  alley, alleyway, lane, bare earth (i.e. ground not covered by a roof), open field, outdoors (non-greenhouse cultivation of crops), teahouse garden, path through a gate (or through a garden, etc.)', '活路  【カツロ】  means of survival, means of escape, way out of a difficulty', '岐路  【キロ】  forked road, crossroads', '路加  【ルカ】  St Luke', '舎路  【シアトル】  Seattle']","['道  【みち】  road, path, street, lane, passage, route, way, distance, journey, road (e.g. to victory), course, way (of living, proper conduct, etc.), moral principles, teachings (esp. Confucian or Buddhist), dogma, field (e.g. of medicine), subject, speciality, means, way, method', '道教え  【みちおしえ】  tiger beetle (esp. the Japanese tiger beetle, Cicindela japonica)', '長路  【ながみち】  long road, far journey', '脇道  【わきみち】  side road, byroad, digression (e.g. from argument)']","['path', 'route', 'road', 'distance']",10.0,5211.0,0.0005208444737012022,428.0,899356.0,0.0011463123473402328,216.0,5891.0,0.0005709133275844657,454.0,32266.0,0.0006267758828077896,355.0,
2113,露,21.0,928.0,junior high,N1,"{'口': 'http:////jisho.org/search/%E5%8F%A3%20%23kanji', '夂': 'http:////jisho.org/search/%E5%A4%82%20%23kanji', '止': 'http:////jisho.org/search/%E6%AD%A2%20%23kanji', '足': 'http:////jisho.org/search/%E8%B6%B3%20%23kanji', '雨': 'http:////jisho.org/search/%E9%9B%A8%20%23kanji'}",{'雨': 'rain'},"{'ロ': 'http:////jisho.org/search/%E9%9C%B2%20%E3%82%8D', 'ロウ': 'http:////jisho.org/search/%E9%9C%B2%20%E3%82%8D%E3%81%86'}",{'つゆ': 'http:////jisho.org/search/%E9%9C%B2%20%E3%81%A4%E3%82%86'},"['露  【ロ】  Russia', '露骨  【ロコツ】  open, unconcealed, undisguised, blatant, plain, frank, broad, lewd, indecent, crude', ""吐露  【トロ】  expressing one's mind, speaking out"", '発露  【ハツロ】  appearance, expression, manifestation', ""襲名披露  【シュウメイヒロウ】  announcing the succession to another's stage name"", '新序出世披露  【シンジョシュッセヒロウ】  presenting of new wrestlers to audience']","['露  【つゆ】  dew, tears, (not) a bit, (not) at all', '露払い  【つゆはらい】  outrider, herald, rikishi who leads the yokozuna to the ring prior to his ring-entering ceremony', '朝露  【あさつゆ】  morning dew', '下露  【したつゆ】  dew under (dripping from) trees']","['dew', 'tears', 'expose', 'Russia']",43.0,810.0,8.096028088619723e-05,1275.0,107781.0,0.0001373768464419847,1043.0,1926.0,0.0001866540602491396,902.0,15213.0,0.0002955166895541717,743.0,
2114,老,6.0,803.0,grade 4,N3,"{'匕': 'http:////jisho.org/search/%E5%8C%95%20%23kanji', '老': 'http:////jisho.org/search/%E8%80%81%20%23kanji'}",{'老 (耂)': 'old'},{'ロウ': 'http:////jisho.org/search/%E8%80%81%20%E3%82%8D%E3%81%86'},"{'お.いる': 'http:////jisho.org/search/%E8%80%81%20%E3%81%8A%E3%81%84%E3%82%8B', 'ふ.ける': 'http:////jisho.org/search/%E8%80%81%20%E3%81%B5%E3%81%91%E3%82%8B'}","['老  【ロウ】  old age, age, old people, the old, the aged, senior, elder', '老化  【ロウカ】  ageing, aging, senile deterioration', '養老  【ヨウロウ】  making provision for the elderly, Yōrō era (717.11.17-724.2.4)', '敬老  【ケイロウ】  respect for the aged']","['老いる  【おいる】  to age, to grow old', '老ける  【ふける】  to age, to grow old (esp. in appearance), to show marks of age']","['old man', 'old age', 'grow old']",11.0,2016.0,0.00020150114353897975,835.0,144231.0,0.0001838357404289615,924.0,1218.0,0.00011803979511082656,1074.0,40590.0,0.0007884718615002846,279.0,
2115,労,7.0,398.0,grade 4,N3,"{'冖': 'http:////jisho.org/search/%E5%86%96%20%23kanji', '力': 'http:////jisho.org/search/%E5%8A%9B%20%23kanji', '尚': 'http:////jisho.org/search/%E5%B0%9A%20%23kanji'}","{'力': 'power, force'}",{'ロウ': 'http:////jisho.org/search/%E5%8A%B4%20%E3%82%8D%E3%81%86'},"{'ろう.する': 'http:////jisho.org/search/%E5%8A%B4%20%E3%82%8D%E3%81%86%E3%81%99%E3%82%8B', 'いたわ.る': 'http:////jisho.org/search/%E5%8A%B4%20%E3%81%84%E3%81%9F%E3%82%8F%E3%82%8B', 'いた.ずき': 'http:////jisho.org/search/%E5%8A%B4%20%E3%81%84%E3%81%9F%E3%81%9A%E3%81%8D', 'ねぎら': 'http:////jisho.org/search/%E5%8A%B4%20%E3%81%AD%E3%81%8E%E3%82%89', 'つか.れる': 'http:////jisho.org/search/%E5%8A%B4%20%E3%81%A4%E3%81%8B%E3%82%8C%E3%82%8B', 'ねぎら.う': 'http:////jisho.org/search/%E5%8A%B4%20%E3%81%AD%E3%81%8E%E3%82%89%E3%81%86'}","['労  【ロウ】  labor, labour, toil, trouble, pains, work, effort, striving', '労組  【ロウソ】  labor union, labour union, trade union', '国労  【コクロウ】  National Railway Workers Union', '功労  【コウロウ】  meritorious deed, services']","['労する  【ろうする】  to work, to labor, to labour, to put to work, to make (someone) work', '労る  【いたわる】  to pity, to sympathize with, to sympathise with, to treat with sympathy, to console, to be kind to, to appreciate, to tend to (e.g. an injury), to care for, to nurse, to soothe', '労き  【いたずき】  pain, trouble, illness', '労い  【ねぎらい】  appreciation, thanks, gratitude', '労う  【ねぎらう】  to show appreciation for (efforts, esp. by someone of equal or lower status), to thank for, to reward for', '労う  【ねぎらう】  to show appreciation for (efforts, esp. by someone of equal or lower status), to thank for, to reward for']","['labor', 'thank for', 'reward for', 'toil', 'trouble']",11.0,1828.0,0.00018271036229625747,888.0,178741.0,0.00022782192510634332,813.0,5767.0,0.0005588961399048743,467.0,21404.0,0.00041577855933855855,555.0,
2116,弄,7.0,,junior high,,"{'廾': 'http:////jisho.org/search/%E5%BB%BE%20%23kanji', '王': 'http:////jisho.org/search/%E7%8E%8B%20%23kanji'}",{'玉 (王)': 'jade (king)'},"{'ロウ': 'http:////jisho.org/search/%E5%BC%84%20%E3%82%8D%E3%81%86', 'ル': 'http:////jisho.org/search/%E5%BC%84%20%E3%82%8B'}","{'いじく.る': 'http:////jisho.org/search/%E5%BC%84%20%E3%81%84%E3%81%98%E3%81%8F%E3%82%8B', 'ろう.する': 'http:////jisho.org/search/%E5%BC%84%20%E3%82%8D%E3%81%86%E3%81%99%E3%82%8B', 'いじ.る': 'http:////jisho.org/search/%E5%BC%84%20%E3%81%84%E3%81%98%E3%82%8B', 'ひねく.る': 'http:////jisho.org/search/%E5%BC%84%20%E3%81%B2%E3%81%AD%E3%81%8F%E3%82%8B', 'たわむ.れる': 'http:////jisho.org/search/%E5%BC%84%20%E3%81%9F%E3%82%8F%E3%82%80%E3%82%8C%E3%82%8B', 'もてあそ.ぶ': 'http:////jisho.org/search/%E5%BC%84%20%E3%82%82%E3%81%A6%E3%81%82%E3%81%9D%E3%81%B6'}","['弄火  【ロウカ】  playing with fire, flirting', '弄花  【ロウカ】  gambling with hanafuda', '嘲弄  【チョウロウ】  scorn, mockery, ridicule', ""戯弄  【ギロウ】  teasing, toying with somebody's emotions""]","['弄くる  【いじくる】  to finger, to tamper (with)', '弄する  【ろうする】  to play with, to joke, to use (esp. trick, sophistry, etc.), to deride, to scoff at, to make fun of', ""弄る  【いじる】  to finger, to touch, to play with, to fiddle with, to toy with, to make changes to, to tinker with, to tamper with, to dabble in, to do as a hobby, to play around with, to grope, to feel around (in one's pocket, bag, etc.)"", ""弄ぶ  【もてあそぶ】  to play with (a toy, one's hair, etc.), to fiddle with, to toy with (one's emotions, etc.), to trifle with, to do with something as one pleases, to appreciate""]","['play with', 'tamper', 'trifle with']",,165.0,1.6491909069410547e-05,1997.0,6528.0,8.320539367544153e-06,2486.0,32.0,3.101209723765559e-06,2347.0,2856.0,5.5478581829140504e-05,1847.0,
2117,郎,9.0,569.0,junior high,N1,"{'邦': 'http:////jisho.org/search/%E9%82%A6%20%23kanji', '艮': 'http:////jisho.org/search/%E8%89%AE%20%23kanji'}",{'邑 (阝)': 'town (阝 right)'},"{'ロウ': 'http:////jisho.org/search/%E9%83%8E%20%E3%82%8D%E3%81%86', 'リョウ': 'http:////jisho.org/search/%E9%83%8E%20%E3%82%8A%E3%82%87%E3%81%86'}",{'おとこ': 'http:////jisho.org/search/%E9%83%8E%20%E3%81%8A%E3%81%A8%E3%81%93'},"['郎君  【ロウクン】  young lord, young nobleman', '郎党  【ロウドウ】  vassals, retainers, followers', '新郎  【シンロウ】  bridegroom', '女郎  【ジョロウ】  prostitute (esp. Edo period)']",,"['son', 'counter for sons']",27.0,4072.0,0.0004070003256402409,527.0,854341.0,0.0010889365692106374,228.0,3862.0,0.00037427724853695584,621.0,96449.0,0.0018735482278847237,99.0,
2118,朗,10.0,1374.0,grade 6,N1,"{'月': 'http:////jisho.org/search/%E6%9C%88%20%23kanji', '艮': 'http:////jisho.org/search/%E8%89%AE%20%23kanji'}","{'月': 'moon, month'}",{'ロウ': 'http:////jisho.org/search/%E6%9C%97%20%E3%82%8D%E3%81%86'},"{'ほが.らか': 'http:////jisho.org/search/%E6%9C%97%20%E3%81%BB%E3%81%8C%E3%82%89%E3%81%8B', 'あき.らか': 'http:////jisho.org/search/%E6%9C%97%20%E3%81%82%E3%81%8D%E3%82%89%E3%81%8B'}","['朗報  【ロウホウ】  good news', '朗読  【ロウドク】  reading aloud, recitation', '晃朗  【コウロウ】  bright and brilliant', '融朗  【ユウロウ】  brightness, clearness']","['朗らか  【ほがらか】  cheerful, merry, sunny, melodious, bright (sky, day, etc.), fine, clear']","['melodious', 'clear', 'bright', 'serene', 'cheerful']",43.0,359.0,3.588239609647507e-05,1640.0,74484.0,9.493674237931353e-05,1221.0,804.0,7.791789430960965e-05,1244.0,2937.0,5.7052029002866124e-05,1822.0,
2119,浪,10.0,1508.0,junior high,N1,"{'汁': 'http:////jisho.org/search/%E6%B1%81%20%23kanji', '艮': 'http:////jisho.org/search/%E8%89%AE%20%23kanji'}","{'水 (氵, 氺)': 'water'}",,{'ロウ': 'http:////jisho.org/search/%E6%B5%AA%20%E3%82%8D%E3%81%86'},"['浪  【ロウ】  person who has spent X years after graduating high school attempting to get admitted to (a specific) university', '浪人  【ロウニン】  rōnin, ronin, masterless samurai, high school graduate waiting for another chance to enter university after having failed the yearly entrance examination, person out of work, jobless person, wanderer, drifter', '放浪  【ホウロウ】  wandering', '１浪  【イチロウ】  failing college entrance exams and retaking them a year later']",,"['wandering', 'waves', 'billows', 'reckless', 'unrestrained']",59.0,1220.0,0.00012194017614958103,1075.0,65884.0,8.397524750172778e-05,1287.0,641.0,6.212110727917885e-05,1340.0,11527.0,0.00022391513051278102,889.0,
2120,廊,12.0,1598.0,junior high,N1,"{'广': 'http:////jisho.org/search/%E5%B9%BF%20%23kanji', '邦': 'http:////jisho.org/search/%E9%82%A6%20%23kanji', '艮': 'http:////jisho.org/search/%E8%89%AE%20%23kanji'}",{'广': 'house on cliff'},,{'ロウ': 'http:////jisho.org/search/%E5%BB%8A%20%E3%82%8D%E3%81%86'},"['廊  【ロウ】  corridor, passage, hall', '廊下  【ロウカ】  corridor, hallway, passageway', '回廊  【カイロウ】  corridor, gallery, hallway, cloister (i.e. covered walk typically circling a building or garden, esp. in a palace or place of worship)', 'ポーランド回廊  【ポーランドカイロウ】  Polish Corridor']",,"['corridor', 'hall', 'tower']",31.0,241.0,2.4088182337745106e-05,1818.0,16211.0,2.066241784424912e-05,1981.0,181.0,1.754121750004894e-05,1817.0,8103.0,0.00015740299319381146,1126.0,
